Source,Region,SubRegion,Country/Territory,DrugGroup,Drug,DrugState,LevelOfSale,Year,Typical price,Minimum price,Maximum price,Unit,Currency
ARQ,Americas,Caribbean,Dominican Republic,Cannabis-type drugs,Cannabis herb (marijuana),,Wholesale,2020,26000.00,17500.00,35000.00,Kilograms,"National currency (not EUR, USD or CHF)"
ARQ,Americas,Caribbean,Dominican Republic,Cocaine-type,Cocaine hydrochloride,,Wholesale,2020,575000.00,550000.00,600000.00,Kilograms,"National currency (not EUR, USD or CHF)"
ARQ,Americas,Caribbean,Dominican Republic,“Ecstasy”-type substances,MDMA,,Wholesale,2020,165.00,130.00,200.00,Tablets,"National currency (not EUR, USD or CHF)"
ARQ,Americas,Caribbean,Dominican Republic,Cocaine-type,“Crack” cocaine,,Wholesale,2020,75.00,50.00,100.00,Units,"National currency (not EUR, USD or CHF)"
ARQ,Americas,South America,Ecuador,Cannabis-type drugs,Cannabis herb (marijuana),,Retail,2020,2.50,2.00,5.00,Grams,United States dollar
ARQ,Americas,South America,Ecuador,Cannabis-type drugs,Cannabis herb (marijuana),,Wholesale,2020,800.00,700.00,900.00,Kilograms,United States dollar
ARQ,Americas,South America,Ecuador,Cocaine-type,Cocaine hydrochloride,,Retail,2020,5.00,3.00,10.00,Grams,"National currency (not EUR, USD or CHF)"
ARQ,Americas,South America,Ecuador,Cocaine-type,Cocaine hydrochloride,,Wholesale,2020,2300.00,2000.00,3000.00,Kilograms,United States dollar
ARQ,Americas,South America,Ecuador,Cocaine-type,Cocaine-type drugs,,Retail,2020,5.00,3.00,10.00,Grams,"National currency (not EUR, USD or CHF)"
ARQ,Americas,South America,Ecuador,Opioids,Heroin,,Retail,2020,9.50,7.00,15.00,Grams,United States dollar
ARQ,Americas,South America,Ecuador,Opioids,Heroin,,Wholesale,2020,8000.00,7000.00,16000.00,Kilograms,United States dollar
ARQ,Africa,West and Central Africa,Ghana,Cannabis-type drugs,Cannabis herb (marijuana),,Wholesale,2020,900.00,800.00,1500.00,Kilograms,"National currency (not EUR, USD or CHF)"
ARQ,Africa,West and Central Africa,Ghana,Cocaine-type,Cocaine hydrochloride,,Wholesale,2020,18000.00,17000.00,23000.00,Kilograms,"National currency (not EUR, USD or CHF)"
ARQ,Africa,West and Central Africa,Ghana,Opioids,Heroin,,Wholesale,2020,15500.00,15000.00,25000.00,Kilograms,"National currency (not EUR, USD or CHF)"
ARQ,Africa,West and Central Africa,Ghana,Cocaine-type,“Crack” cocaine,,Wholesale,2020,200.00,160.00,260.00,Grams,"National currency (not EUR, USD or CHF)"
ARQ,Americas,Central America,Guatemala,Amphetamine-type stimulants,Amphetamine powder,,Wholesale,2020,750000.00,725000.00,775000.00,Kilograms,"National currency (not EUR, USD or CHF)"
ARQ,Americas,Central America,Guatemala,Amphetamine-type stimulants,Amphetamine tablets,,Wholesale,2020,750.00,700.00,775.00,Grams,"National currency (not EUR, USD or CHF)"
ARQ,Americas,Central America,Guatemala,Cannabis-type drugs,Cannabis herb (marijuana),,Retail,2020,1.55,1.55,15.00,Grams,"National currency (not EUR, USD or CHF)"
ARQ,Americas,Central America,Guatemala,Cannabis-type drugs,Cannabis herb (marijuana),,Wholesale,2020,713.00,700.00,1200.00,Kilograms,"National currency (not EUR, USD or CHF)"
ARQ,Americas,Central America,Guatemala,Cocaine-type,Cocaine hydrochloride,,Retail,2020,103.00,100.00,105.00,Grams,"National currency (not EUR, USD or CHF)"
ARQ,Americas,Central America,Guatemala,Cocaine-type,Cocaine hydrochloride,,Wholesale,2020,102741.00,100000.00,103000.00,Kilograms,"National currency (not EUR, USD or CHF)"
ARQ,Americas,Central America,Guatemala,Opioids,Heroin,,Retail,2020,379.00,375.00,400.00,Grams,"National currency (not EUR, USD or CHF)"
ARQ,Americas,Central America,Guatemala,Opioids,Heroin,,Wholesale,2020,386135.00,386000.00,386500.00,Kilograms,"National currency (not EUR, USD or CHF)"
ARQ,Americas,Central America,Guatemala,Amphetamine-type stimulants,Methamphetamine powder,,Wholesale,2020,15000.00,15000.00,15500.00,Kilograms,"National currency (not EUR, USD or CHF)"
ARQ,Americas,Central America,Guatemala,Amphetamine-type stimulants,Methamphetamine tablets,,Wholesale,2020,15.00,15.00,20.00,Grams,"National currency (not EUR, USD or CHF)"
ARQ,Americas,Central America,Guatemala,Opioids,Opium,,Retail,2020,11.52,11.00,13.00,Grams,"National currency (not EUR, USD or CHF)"
ARQ,Americas,Central America,Guatemala,Opioids,Opium,,Wholesale,2020,11521.00,10500.00,12000.00,Kilograms,"National currency (not EUR, USD or CHF)"
ARQ,Americas,Central America,Guatemala,Cocaine-type,“Crack” cocaine,,Retail,2020,71.00,70.00,75.00,Grams,"National currency (not EUR, USD or CHF)"
ARQ,Americas,Central America,Guatemala,Cocaine-type,“Crack” cocaine,,Wholesale,2020,71275.00,70000.00,72100.00,Kilograms,"National currency (not EUR, USD or CHF)"
ARQ,Americas,Central America,Guatemala,“Ecstasy”-type substances,“Ecstasy”-type substances,,Wholesale,2020,51.00,50.00,55.00,Grams,"National currency (not EUR, USD or CHF)"
ARQ,Asia,Central Asia and Transcaucasia,Kyrgyzstan,Cannabis-type drugs,Cannabis herb (marijuana),,Retail,2020,,2.50,3.00,Units,United States dollar
ARQ,Asia,Central Asia and Transcaucasia,Kyrgyzstan,Cannabis-type drugs,Cannabis herb (marijuana),,Wholesale,2020,,500.00,1000.00,Kilograms,United States dollar
ARQ,Asia,Central Asia and Transcaucasia,Kyrgyzstan,Cannabis-type drugs,Cannabis resin (hashish),,Retail,2020,,8.00,10.00,Units,United States dollar
ARQ,Asia,Central Asia and Transcaucasia,Kyrgyzstan,Cannabis-type drugs,Cannabis resin (hashish),,Wholesale,2020,,5000.00,8000.00,Kilograms,United States dollar
ARQ,Asia,Central Asia and Transcaucasia,Kyrgyzstan,Opioids,Heroin,,Retail,2020,,10.00,15.00,Units,United States dollar
ARQ,Asia,Central Asia and Transcaucasia,Kyrgyzstan,Opioids,Heroin,,Wholesale,2020,,8000.00,10000.00,Kilograms,United States dollar
ARQ,Asia,Central Asia and Transcaucasia,Kyrgyzstan,Opioids,Opium,,Retail,2020,,3.00,5.00,Units,United States dollar
ARQ,Asia,Central Asia and Transcaucasia,Kyrgyzstan,Opioids,Opium,,Wholesale,2020,,3000.00,5000.00,Kilograms,United States dollar
ARQ,Americas,North America,Mexico,Cannabis-type drugs,Cannabis herb (marijuana),,Retail,2020,4.46,0.05,12.50,Grams,United States dollar
ARQ,Americas,North America,Mexico,Cannabis-type drugs,Cannabis herb (marijuana),,Wholesale,2020,181.76,5.00,1500.00,Kilograms,United States dollar
ARQ,Americas,North America,Mexico,Cocaine-type,Cocaine hydrochloride,,Retail,2020,14.46,1.50,50.00,Grams,United States dollar
ARQ,Americas,North America,Mexico,Cocaine-type,Cocaine hydrochloride,,Wholesale,2020,10201.67,500.00,21000.00,Kilograms,United States dollar
ARQ,Americas,North America,Mexico,Opioids,Heroin,,Retail,2020,25.38,1.50,40.00,Grams,United States dollar
ARQ,Americas,North America,Mexico,Opioids,Heroin,,Wholesale,2020,19910.00,1500.00,38000.00,Kilograms,United States dollar
ARQ,Americas,North America,Mexico,Amphetamine-type stimulants,Methamphetamine powder,,Retail,2020,6.58,0.50,20.00,Grams,United States dollar
ARQ,Americas,North America,Mexico,Amphetamine-type stimulants,Methamphetamine powder,,Wholesale,2020,4815.50,39.53,20000.00,Kilograms,United States dollar
ARQ,Asia,East and South-East Asia,Philippines,Cannabis-type drugs,Cannabis herb (marijuana),,Retail,2020,120.00,120.00,148.00,Grams,"National currency (not EUR, USD or CHF)"
ARQ,Asia,East and South-East Asia,Philippines,Cocaine-type,Cocaine hydrochloride,,Retail,2020,5300.00,1150.00,5300.00,Grams,"National currency (not EUR, USD or CHF)"
ARQ,Asia,East and South-East Asia,Philippines,“Ecstasy”-type substances,MDMA,,Retail,2020,1828.00,1700.00,2075.00,Tablets,"National currency (not EUR, USD or CHF)"
ARQ,Asia,East and South-East Asia,Philippines,Amphetamine-type stimulants,Methamphetamine powder,,Retail,2020,6800.00,5956.00,6975.00,Grams,"National currency (not EUR, USD or CHF)"
ARQ,Europe,South-Eastern Europe,Romania,Cannabis-type drugs,Cannabis herb (marijuana),,Retail,2020,10.00,8.00,12.00,Grams,Euro
ARQ,Europe,South-Eastern Europe,Romania,Cannabis-type drugs,Cannabis herb (marijuana),,Wholesale,2020,4000.00,3000.00,6000.00,Kilograms,Euro
ARQ,Europe,South-Eastern Europe,Romania,Cannabis-type drugs,Cannabis resin (hashish),,Retail,2020,12.00,12.00,17.00,Grams,Euro
ARQ,Europe,South-Eastern Europe,Romania,Cannabis-type drugs,Cannabis resin (hashish),,Wholesale,2020,5000.00,4000.00,7000.00,Kilograms,Euro
ARQ,Europe,South-Eastern Europe,Romania,Cocaine-type,Cocaine hydrochloride,,Retail,2020,80.00,60.00,100.00,Grams,Euro
ARQ,Europe,South-Eastern Europe,Romania,Cocaine-type,Cocaine hydrochloride,,Wholesale,2020,45000.00,35000.00,60000.00,Kilograms,Euro
ARQ,Europe,South-Eastern Europe,Romania,Opioids,Heroin,,Retail,2020,,31.00,41.00,Grams,Euro
ARQ,Europe,South-Eastern Europe,Romania,Opioids,Heroin,,Wholesale,2020,18000.00,17000.00,22000.00,Kilograms,Euro
ARQ,Europe,South-Eastern Europe,Romania,Hallucinogens,Lysergic acid diethylamide (LSD),,Retail,2020,,17.00,31.00,Units,Euro
ARQ,Europe,South-Eastern Europe,Romania,“Ecstasy”-type substances,MDMA,,Wholesale,2020,6202.00,4135.00,8269.00,1000 tablets,Euro
ARQ,Europe,South-Eastern Europe,Romania,Opioids,Opium,,Retail,2020,10.00,8.00,17.00,Grams,Euro
ARQ,Europe,South-Eastern Europe,Romania,Opioids,Opium,,Wholesale,2020,8000.00,5000.00,12000.00,Kilograms,Euro
ARQ,Europe,Western and Central Europe,Estonia,NPS,Ketamine and phencyclidine-type substances,,Wholesale,2020,40.00,35.00,60.00,Grams,Euro
ARQ,Asia,Near and Middle East/ South-West Asia,Pakistan,Amphetamine-type stimulants,Amphetamine powder,,Wholesale,2020,737500.00,675000.00,800000.00,Kilograms,"National currency (not EUR, USD or CHF)"
ARQ,Asia,Near and Middle East/ South-West Asia,Pakistan,Cannabis-type drugs,Cannabis resin (hashish),,Wholesale,2020,46250.00,42500.00,50000.00,Kilograms,"National currency (not EUR, USD or CHF)"
ARQ,Asia,Near and Middle East/ South-West Asia,Pakistan,Cocaine-type,Cocaine hydrochloride,,Wholesale,2020,9000000.00,7750000.00,10250000.00,Kilograms,"National currency (not EUR, USD or CHF)"
ARQ,Asia,Near and Middle East/ South-West Asia,Pakistan,Opioids,Heroin,,Wholesale,2020,417500.00,375000.00,460000.00,Kilograms,"National currency (not EUR, USD or CHF)"
ARQ,Asia,Near and Middle East/ South-West Asia,Pakistan,Amphetamine-type stimulants,Methamphetamine powder,,Wholesale,2020,725000.00,700000.00,750000.00,Kilograms,"National currency (not EUR, USD or CHF)"
ARQ,Asia,Near and Middle East/ South-West Asia,Pakistan,Opioids,Morphine,,Wholesale,2020,155000.00,140000.00,170000.00,Kilograms,"National currency (not EUR, USD or CHF)"
ARQ,Asia,Near and Middle East/ South-West Asia,Pakistan,Opioids,Opium,,Wholesale,2020,52500.00,50000.00,55000.00,Kilograms,"National currency (not EUR, USD or CHF)"
ARQ,Asia,Near and Middle East/ South-West Asia,Pakistan,“Ecstasy”-type substances,“Ecstasy”-type substances,,Wholesale,2020,3250.00,2500.00,4000.00,Tablets,"National currency (not EUR, USD or CHF)"
ARQ,Asia,Near and Middle East/ South-West Asia,Pakistan,Precursors,Acetic anhydride,,Wholesale,2020,27500.00,20000.00,35000.00,Kilograms,"National currency (not EUR, USD or CHF)"
ARQ,Asia,Near and Middle East/ South-West Asia,Pakistan,Precursors,Acetic anhydride,,Retail,2020,35000.00,30000.00,40000.00,Kilograms,"National currency (not EUR, USD or CHF)"
ARQ,Americas,Caribbean,Bahamas,Amphetamine-type stimulants,Amphetamine powder,,Wholesale,2020,20.00,25.00,50.00,Tablets,"National currency (not EUR, USD or CHF)"
ARQ,Americas,Caribbean,Bahamas,Amphetamine-type stimulants,Amphetamine tablets,,Wholesale,2020,20.00,25.00,50.00,Tablets,"National currency (not EUR, USD or CHF)"
ARQ,Americas,Caribbean,Bahamas,Cannabis-type drugs,Cannabis herb (marijuana),,Wholesale,2020,800.00,600.00,1000.00,,"National currency (not EUR, USD or CHF)"
ARQ,Americas,Caribbean,Bahamas,Cannabis-type drugs,Cannabis-type drugs,,Wholesale,2020,800.00,600.00,1000.00,,"National currency (not EUR, USD or CHF)"
ARQ,Americas,Caribbean,Bahamas,Cocaine-type,Cocaine hydrochloride,,Wholesale,2020,12500.00,9000.00,16500.00,Kilograms,"National currency (not EUR, USD or CHF)"
ARQ,Americas,Caribbean,Bahamas,Amphetamine-type stimulants,Methamphetamine tablets,,Wholesale,2020,,25.00,50.00,Tablets,"National currency (not EUR, USD or CHF)"
ARQ,Europe,Western and Central Europe,Denmark,Amphetamine-type stimulants,Amphetamine powder,,Retail,,80.00,50.00,150.00,Grams,"National currency (not EUR, USD or CHF)"
ARQ,Europe,Western and Central Europe,Denmark,Cannabis-type drugs,Cannabis resin (hashish),,Retail,,80.00,60.00,100.00,Grams,"National currency (not EUR, USD or CHF)"
ARQ,Europe,Western and Central Europe,Denmark,Cannabis-type drugs,Cannabis resin (hashish),,Wholesale,,35000.00,20000.00,45000.00,Kilograms,"National currency (not EUR, USD or CHF)"
ARQ,Europe,Western and Central Europe,Denmark,Cocaine-type,Cocaine hydrochloride,,Retail,,700.00,500.00,1000.00,Grams,"National currency (not EUR, USD or CHF)"
ARQ,Europe,Western and Central Europe,Denmark,Cocaine-type,Cocaine hydrochloride,,Wholesale,,300000.00,200000.00,350000.00,Kilograms,"National currency (not EUR, USD or CHF)"
ARQ,Europe,Western and Central Europe,Denmark,Opioids,Heroin,,Retail,,1000.00,1000.00,2000.00,Grams,"National currency (not EUR, USD or CHF)"
ARQ,Europe,Western and Central Europe,Denmark,“Ecstasy”-type substances,MDMA,,Retail,,350.00,300.00,500.00,,"National currency (not EUR, USD or CHF)"
ARQ,Africa,West and Central Africa,Niger,Sedatives and tranquillizers,Benzodiazepines,,Wholesale,2020,500.00,500.00,1000.00,Units,"National currency (not EUR, USD or CHF)"
ARQ,Africa,West and Central Africa,Niger,Cannabis-type drugs,Cannabis herb (marijuana),,Wholesale,2020,45000.00,35000.00,80000.00,Kilograms,"National currency (not EUR, USD or CHF)"
ARQ,Africa,West and Central Africa,Niger,Cannabis-type drugs,Cannabis resin (hashish),,Wholesale,2020,1200000.00,1000000.00,1500000.00,Kilograms,"National currency (not EUR, USD or CHF)"
ARQ,Africa,West and Central Africa,Niger,Opioids,Heroin,,Wholesale,2020,45000.00,35000.00,50000.00,Grams,"National currency (not EUR, USD or CHF)"
ARQ,Africa,West and Central Africa,Niger,Opioids,Tramadol,,Wholesale,2020,100000.00,100000.00,500000.00,1000 tablets,"National currency (not EUR, USD or CHF)"
ARQ,Africa,West and Central Africa,Niger,Cocaine-type,“Crack” cocaine,,Wholesale,2020,45000.00,35000.00,50000.00,Grams,"National currency (not EUR, USD or CHF)"
ARQ,Asia,Near and Middle East/ South-West Asia,Saudi Arabia,Amphetamine-type stimulants,Amphetamine tablets,,Retail,2020,50.00,33.00,100.00,Tablets,"National currency (not EUR, USD or CHF)"
ARQ,Asia,Near and Middle East/ South-West Asia,Saudi Arabia,Amphetamine-type stimulants,Amphetamine tablets,,Wholesale,2020,29000.00,14000.00,75000.00,1000 tablets,"National currency (not EUR, USD or CHF)"
ARQ,Asia,Near and Middle East/ South-West Asia,Saudi Arabia,Cannabis-type drugs,Cannabis resin (hashish),,Retail,2020,103.00,33.00,200.00,Grams,"National currency (not EUR, USD or CHF)"
ARQ,Asia,Near and Middle East/ South-West Asia,Saudi Arabia,Cannabis-type drugs,Cannabis resin (hashish),,Wholesale,2020,24000.00,18000.00,30000.00,Kilograms,"National currency (not EUR, USD or CHF)"
ARQ,Asia,Near and Middle East/ South-West Asia,Saudi Arabia,Cocaine-type,Cocaine hydrochloride,,Retail,2020,2000.00,2000.00,2000.00,Grams,"National currency (not EUR, USD or CHF)"
ARQ,Asia,Near and Middle East/ South-West Asia,Saudi Arabia,Hallucinogens,Hallucinogens,,Retail,2020,37.00,25.00,56.00,Tablets,"National currency (not EUR, USD or CHF)"
ARQ,Asia,Near and Middle East/ South-West Asia,Saudi Arabia,Hallucinogens,Hallucinogens,,Wholesale,2020,15850.00,15000.00,17500.00,1000 units,"National currency (not EUR, USD or CHF)"
ARQ,Asia,Near and Middle East/ South-West Asia,Saudi Arabia,Opioids,Heroin,,Retail,2020,200.00,200.00,200.00,Grams,"National currency (not EUR, USD or CHF)"
ARQ,Asia,Near and Middle East/ South-West Asia,Saudi Arabia,Opioids,Heroin,,Wholesale,2020,2000.00,2000.00,2000.00,Tablets,"National currency (not EUR, USD or CHF)"
ARQ,Asia,Near and Middle East/ South-West Asia,Saudi Arabia,Amphetamine-type stimulants,Methamphetamine powder,,Retail,2020,700.00,500.00,1000.00,Grams,"National currency (not EUR, USD or CHF)"
ARQ,Asia,Near and Middle East/ South-West Asia,Saudi Arabia,Opioids,Opium,,Retail,2020,175.00,100.00,250.00,Grams,"National currency (not EUR, USD or CHF)"
ARQ,Asia,Near and Middle East/ South-West Asia,Saudi Arabia,Opioids,Tramadol,,Retail,2020,30.00,30.00,30.00,Tablets,"National currency (not EUR, USD or CHF)"
ARQ,Asia,Near and Middle East/ South-West Asia,Saudi Arabia,Opioids,Tramadol,,Wholesale,2020,10000.00,10000.00,10000.00,1000 tablets,"National currency (not EUR, USD or CHF)"
ARQ,Asia,Near and Middle East/ South-West Asia,Saudi Arabia,Cocaine-type,“Crack” cocaine,,Retail,2020,1100.00,1100.00,1100.00,Grams,"National currency (not EUR, USD or CHF)"
ARQ,Europe,Western and Central Europe,Czechia,Opioids,Buprenorphine,,Retail,2020,15.10,2.71,22.64,Tablets,Euro
ARQ,Europe,Western and Central Europe,Czechia,Cannabis-type drugs,Cannabis herb (marijuana),,Retail,2020,7.50,0.75,22.60,Grams,Euro
ARQ,Europe,Western and Central Europe,Czechia,“Ecstasy”-type substances,MDMA,,Retail,2020,7.50,1.90,22.60,Tablets,Euro
ARQ,Europe,Western and Central Europe,Czechia,Amphetamine-type stimulants,Methamphetamine powder,,Retail,2020,37.30,15.10,188.70,Grams,Euro
ARQ,Europe,Western and Central Europe,Hungary,Amphetamine-type stimulants,Amphetamine powder,,Retail,2019,3000.00,2000.00,4000.00,Grams,"National currency (not EUR, USD or CHF)"
ARQ,Europe,Western and Central Europe,Hungary,Cannabis-type drugs,Cannabis herb (marijuana),,Retail,2019,2500.00,2000.00,5000.00,Grams,"National currency (not EUR, USD or CHF)"
ARQ,Europe,Western and Central Europe,Hungary,Cannabis-type drugs,Cannabis resin (hashish),,Retail,2019,3000.00,2000.00,4000.00,Grams,"National currency (not EUR, USD or CHF)"
ARQ,Europe,Western and Central Europe,Hungary,Cocaine-type,Cocaine hydrochloride,,Retail,2019,20000.00,15000.00,50000.00,Grams,"National currency (not EUR, USD or CHF)"
ARQ,Europe,Western and Central Europe,Hungary,Sedatives and tranquillizers,Gamma-Butyrolactone (GBL),,Retail,2019,3000.00,500.00,5000.00,Millilitres,"National currency (not EUR, USD or CHF)"
ARQ,Europe,Western and Central Europe,Hungary,Opioids,Heroin,,Retail,2019,10000.00,7000.00,25000.00,Grams,"National currency (not EUR, USD or CHF)"
ARQ,Europe,Western and Central Europe,Hungary,“Ecstasy”-type substances,MDMA,,Retail,2019,3000.00,1500.00,3500.00,Tablets,"National currency (not EUR, USD or CHF)"
ARQ,Europe,Western and Central Europe,Hungary,Opioids,Methadone,,Retail,2019,1000.00,1000.00,3500.00,Millilitres,"National currency (not EUR, USD or CHF)"
ARQ,Europe,Western and Central Europe,Hungary,Amphetamine-type stimulants,Methamphetamine powder,,Retail,2019,5000.00,2500.00,8000.00,Grams,"National currency (not EUR, USD or CHF)"
ARQ,Asia,East and South-East Asia,Indonesia,Cannabis-type drugs,Cannabis herb (marijuana),,Wholesale,2020,52500.00,5000.00,100000.00,Grams,"National currency (not EUR, USD or CHF)"
ARQ,Asia,East and South-East Asia,Indonesia,Amphetamine-type stimulants,Methamphetamine powder,,Wholesale,2020,2250000.00,1000000.00,3500000.00,Grams,"National currency (not EUR, USD or CHF)"
ARQ,Asia,East and South-East Asia,Indonesia,“Ecstasy”-type substances,“Ecstasy”-type substances,,Wholesale,2020,475000.00,250000.00,7000000.00,Tablets,"National currency (not EUR, USD or CHF)"
ARQ,Asia,Near and Middle East/ South-West Asia,Iraq,Sedatives and tranquillizers,Benzodiazepines,,Wholesale,2020,1.00,1.00,2.00,Tablets,"National currency (not EUR, USD or CHF)"
ARQ,Asia,Near and Middle East/ South-West Asia,Iraq,Cannabis-type drugs,Cannabis resin (hashish),,Wholesale,2020,16.00,12.00,20.00,Grams,"National currency (not EUR, USD or CHF)"
ARQ,Asia,Near and Middle East/ South-West Asia,Iraq,Opioids,Heroin,,Wholesale,2020,16.00,14.00,20.00,Grams,"National currency (not EUR, USD or CHF)"
ARQ,Asia,Near and Middle East/ South-West Asia,Iraq,Opioids,Opium,,Wholesale,2020,6.00,3.00,8.00,Grams,"National currency (not EUR, USD or CHF)"
ARQ,Asia,Near and Middle East/ South-West Asia,Iraq,Opioids,Tramadol,,Wholesale,2020,2.00,2.00,4.00,Tablets,"National currency (not EUR, USD or CHF)"
ARQ,Asia,Near and Middle East/ South-West Asia,Israel,Cannabis-type drugs,Cannabis herb (marijuana),,Retail,2020,100.00,40.00,120.00,Grams,"National currency (not EUR, USD or CHF)"
ARQ,Asia,Near and Middle East/ South-West Asia,Israel,Cannabis-type drugs,Cannabis resin (hashish),,Retail,2020,20.00,10.00,20.00,Grams,"National currency (not EUR, USD or CHF)"
ARQ,Asia,Near and Middle East/ South-West Asia,Israel,Cocaine-type,Cocaine-type drugs,,Retail,2020,700.00,350.00,1000.00,Grams,"National currency (not EUR, USD or CHF)"
ARQ,Asia,Near and Middle East/ South-West Asia,Israel,Cocaine-type,Cocaine-type drugs,,Wholesale,2020,350000.00,320000.00,400000.00,Kilograms,"National currency (not EUR, USD or CHF)"
ARQ,Asia,Near and Middle East/ South-West Asia,Israel,Opioids,Heroin,,Retail,2020,100.00,100.00,100.00,Grams,"National currency (not EUR, USD or CHF)"
ARQ,Asia,Near and Middle East/ South-West Asia,Israel,Hallucinogens,Lysergic acid diethylamide (LSD),,Retail,2020,70.00,50.00,100.00,Units,"National currency (not EUR, USD or CHF)"
ARQ,Asia,Near and Middle East/ South-West Asia,Israel,“Ecstasy”-type substances,MDMA,,Retail,2020,300.00,200.00,600.00,Grams,"National currency (not EUR, USD or CHF)"
ARQ,Asia,Near and Middle East/ South-West Asia,Israel,Amphetamine-type stimulants,Methamphetamine powder,,Retail,2020,225.00,200.00,250.00,Grams,"National currency (not EUR, USD or CHF)"
ARQ,Asia,Near and Middle East/ South-West Asia,Qatar,Amphetamine-type stimulants,Amphetamine tablets,,Wholesale,2020,80000.00,,100000.00,1000 tablets,"National currency (not EUR, USD or CHF)"
ARQ,Asia,Near and Middle East/ South-West Asia,Qatar,Cannabis-type drugs,Cannabis herb (marijuana),,Wholesale,2020,30000.00,,35000.00,Kilograms,"National currency (not EUR, USD or CHF)"
ARQ,Asia,Near and Middle East/ South-West Asia,Qatar,Cocaine-type,Cocaine hydrochloride,,Wholesale,2020,250000.00,,1000000.00,Kilograms,"National currency (not EUR, USD or CHF)"
ARQ,Asia,Near and Middle East/ South-West Asia,Qatar,Opioids,Heroin,,Wholesale,2020,500000.00,,1000000.00,Kilograms,"National currency (not EUR, USD or CHF)"
ARQ,Asia,Near and Middle East/ South-West Asia,Qatar,“Ecstasy”-type substances,MDMA,,Wholesale,2020,40000.00,,50000.00,1000 tablets,"National currency (not EUR, USD or CHF)"
ARQ,Asia,Near and Middle East/ South-West Asia,Qatar,Amphetamine-type stimulants,Methamphetamine powder,,Wholesale,2020,500000.00,,1000000.00,Kilograms,"National currency (not EUR, USD or CHF)"
ARQ,Asia,Near and Middle East/ South-West Asia,Qatar,Opioids,Opium,,Wholesale,2020,80000.00,,120000.00,Kilograms,"National currency (not EUR, USD or CHF)"
ARQ,Asia,Central Asia and Transcaucasia,Tajikistan,Cannabis-type drugs,Cannabis herb (marijuana),,Wholesale,2020,200.00,800.00,600.00,Kilograms,United States dollar
ARQ,Asia,Central Asia and Transcaucasia,Tajikistan,Cannabis-type drugs,Cannabis resin (hashish),,Wholesale,2020,800.00,300.00,1100.00,Kilograms,United States dollar
ARQ,Asia,Central Asia and Transcaucasia,Tajikistan,Cannabis-type drugs,Cannabis-type drugs,,Wholesale,2020,800.00,100.00,1100.00,Kilograms,United States dollar
ARQ,Asia,Central Asia and Transcaucasia,Tajikistan,Opioids,Opioids,,Wholesale,2020,6000.00,400.00,8000.00,Kilograms,United States dollar
ARQ,Asia,Central Asia and Transcaucasia,Tajikistan,Opioids,Opium,,Wholesale,2020,800.00,400.00,900.00,Kilograms,United States dollar
ARQ,Europe,Western and Central Europe,Hungary,Hallucinogens,Other hallucinogens,,Retail,2019,2500.00,1500.00,4500.00,Units,"National currency (not EUR, USD or CHF)"
ARQ,Europe,Western and Central Europe,Estonia,NPS,Ketamine and phencyclidine-type substances,,Retail,2020,60.00,50.00,70.00,Grams,Euro
ARQ,Europe,Western and Central Europe,Greece,Amphetamine-type stimulants,Amphetamine powder,,Retail,2020,10.00,5.00,15.00,Grams,Euro
ARQ,Europe,Western and Central Europe,Greece,Amphetamine-type stimulants,Amphetamine powder,,Wholesale,2020,4500.00,4000.00,5000.00,Kilograms,Euro
ARQ,Europe,Western and Central Europe,Greece,Cannabis-type drugs,Cannabis herb (marijuana),,Retail,2020,22.50,15.00,30.00,Grams,Euro
ARQ,Europe,Western and Central Europe,Greece,Cannabis-type drugs,Cannabis herb (marijuana),,Wholesale,2020,2500.00,2000.00,3000.00,Kilograms,Euro
ARQ,Europe,Western and Central Europe,Greece,Cannabis-type drugs,Cannabis resin (hashish),,Retail,2020,25.00,15.00,35.00,Grams,Euro
ARQ,Europe,Western and Central Europe,Greece,Cannabis-type drugs,Cannabis resin (hashish),,Wholesale,2020,7500.00,5000.00,10000.00,Kilograms,Euro
ARQ,Europe,Western and Central Europe,Greece,Cocaine-type,Cocaine hydrochloride,,Retail,2020,90.00,60.00,120.00,Grams,Euro
ARQ,Europe,Western and Central Europe,Greece,Cocaine-type,Cocaine hydrochloride,,Wholesale,2020,42500.00,35000.00,50000.00,Kilograms,Euro
ARQ,Europe,Western and Central Europe,Greece,Opioids,Heroin,,Retail,2020,18.50,12.00,25.00,Grams,Euro
ARQ,Europe,Western and Central Europe,Greece,Opioids,Heroin,,Wholesale,2020,18000.00,12000.00,24000.00,Kilograms,Euro
ARQ,Europe,Western and Central Europe,Greece,Hallucinogens,Lysergic acid diethylamide (LSD),,Retail,2020,10.00,5.00,15.00,Units,Euro
ARQ,Europe,Western and Central Europe,Greece,“Ecstasy”-type substances,MDMA,,Retail,2020,65.00,50.00,80.00,Grams,Euro
ARQ,Europe,Western and Central Europe,Greece,“Ecstasy”-type substances,MDMA,,Wholesale,2020,25000.00,20000.00,30000.00,Kilograms,Euro
ARQ,Europe,Western and Central Europe,Greece,Opioids,Opium,,Retail,2020,6.50,3.00,10.00,Grams,Euro
ARQ,Europe,Western and Central Europe,Greece,Opioids,Opium,,Wholesale,2020,4500.00,3000.00,6000.00,Kilograms,Euro
ARQ,Europe,South-Eastern Europe,Croatia,Amphetamine-type stimulants,Amphetamine powder,,Retail,2020,12.00,8.00,18.00,Grams,Euro
